"","id_user","post"
"1234",2,"jajajajajjajajja"
"1235",2,"Algún día la Inteligencia artificial podría dominar al mundo, por que entonces le enseñan lo que es el sarcasmo 3:) 
-Hierro"
"1236",2,NA
"1237",2,"(18/05/2015) – UNIVISIÓN NOTICIAS – VIDEO IMPERDIBLE - De la Protesta a la “TUMBA”!!!! – “Realidad de los manifestantes torturados en Venezuela”   IMPRESIONANTE!!!!!! – (VG)"
"1238",2,NA
"1239",2,"La persona que esta leyendo este mensaje Dios la sorprendera con lo que sucederá, en los próximos días algo grande recibiras, por que contigo camina el que te abre una puerta y nadie puede cerrar, El tiene la llave de abrir esa puerta. Lo crees? Diga amennn y compártelo en tu muro."
"1240",2,NA
"1241",2,NA
"1242",2,NA
"1243",2,"Como perder la confianza en los adultos en unos segundos  #broma #cruel"
"1244",2,"<3.<3"
"1245",2,"Another week in the books, another week of feeling absolutely FLOORED by how much you all have rallied to my side with these important issues we face. I can't imagine a more compassionate, smart, insightful group of friends and supporters to be in this with - from the bottom of my heart thank, thank, THANK YOU!"
"1246",2,"Chama eres tuuuuuu Nathalie Revetti Velarde"
"1247",2,"Que difícil es dejar la camita :(
Humor --> www.parcerito.com"
"1248",2,NA
"1249",2,"¡UN POSTRE ASÍ, POR FAVOR! *-*

Vídeo por: @lava_chocolate es su cuenta Instagram.

Envíanos tu vídeo para publicarlo gratis, avísanos por nuestra nueva cuenta de Instagram @elchocolatemeencanta /// https://instagram.com/elchocolatemeencanta ///"
"1250",2,"En un futuro Mi hija y yo <3"
"1251",2,"Madre E Hija De 4 Años Toman Increíbles Fotos Haciendo Yoga Juntas"
"1252",2,NA
"1253",2,"Esto es cierto."
"1254",2,NA
"1255",2,"Soltar y adoptar :)
Si estás en Buenos Aires, adoptá con el <3 
adopciones-sfa@hotmail.com
https://goo.gl/QFoqm4

Fuente: 9GAG"
"1256",2,NA
"1257",2,"If you LOVE This as much as we do...""Like"" this!! :)"
"1258",2,NA
"1259",2,"Con ustedes...
EL ESPECTACULAR TRABAJO DE EFECTOS VISUALES
DEL EPISODIO 5x08: LA MASACRE EN ""CASA AUSTERA""
¡Disfrútenlo! :D
[Para mejor calidad activar HD]"
"1260",2,NA
"1261",2,"Este miércoles cierra inscripción y actualización en el RE

El CNE mantiene activos 1.568 puntos distribuidos en las oficinas estadales electorales y zonas de gran afluencia para que la población en edad para ejercer el derecho al sufragio acuda de lunes a viernes.

Más información: http://goo.gl/Qq3eO1"
"1262",2,NA
"1263",2,"¡¡SE LE VOLVIO A CHISPOTEAR A CHITA!!

Aristóbulo Istúriz:Si quitamos El Control de Cambio..NOS TUMBAN.."
"1264",2,"Excelente explicación.  A compartirrrr"
"1265",2,"¿Por qué hay desabastecimiento en Venezuela?"
"1266",2,NA
"1267",2,"www.labioguia.com"
"1268",2,NA
"1269",2,"¿ENVIDIA? ¿DÓNDE?
La envidia es mil veces más terrible que el hambre, porque es hambre espiritual."
"1270",2,"LOL"
"1271",2,"Gracias Athena por la crisis 

Tío Noriaki"
"1272",2,"puyenla..."
"1273",2,"Que Susto!"
"1274",2,NA
"1275",2,NA
"1276",2,NA
"1277",2,"¡Dibujos de niño hechos realidad! ¡Telmo Pieper hace realidad sus propias obras de infancia! ¡GENIAL! :D Su web --> http://www.telmopieper.com/ ¿Lo harías con tus dibujos?"
"1278",2,NA
"1279",2,"AQUÍ NO HAY AMARILLISMO, ES LA VERDAD DE UN PUEBLO QUE NO SE LLAMA MACONDO SINO GUASDUALITO.
Cuando Guasdualito comenzó a inundarse y era indetenible el rumbo del rió, la gente desesperada comenzó a sacar sus enseres tratando de salvar sus pertenencia, la gente pedía  auxilio  a través de los medios que trabajaban en ese momento como Impacto Tv y Fe y alegría, que por favor les ayudaran a sacar sus cosas y peor aún ancianos, y niños ya que no tenían vehículos, pues es gente humilde.
Lo asombroso de esto es que mientras el pueblo solicitaba auxilio para movilizarse, los carros de PDVSA nunca fueron puestos a la orden. ¿Y la inclusión? ¿Y el socialismo? ¿Y la revolución?
Este vídeo devela la verdad... ¿Opine usted?"
"1280",2,NA
"1281",2,"Una hermosa historia para compartir. (Créditos y felicitaciones para Papá 2.0's )"
"1282",2,NA
"1283",2,"#Curioso  #viral El abrazo entre un león y un hombre se vuelve viral. 

El hombre del video es  Valentin Gruener, fundador de una organización que trabaja en un proyecto de vida silvestre. 

¿Qué les parece?


video de youtube J Hawk Daily"
"1284",2,"a ver sí la agarras"
"1285",2,"Momento Cómico-Politico! Sabias palabras de Mario Moreno ""Cantinflas""


Síguenos en:
Twitter ---> https://twitter.com/ZZRadio
Instagram ---> http://instagram.com/zzradio"
"1286",2,"OH VAYA..."
"1287",2,"Jajajaj buenísimo.

MIRA TAMBIÉN ESTE VIDEO: https://www.youtube.com/watch?v=nZvNr3So3Jw

NO OLVIDES DARLE LIKE A LA PÁGINA PARA MÁS VIDEOS."
"1288",2,"Yo!"
"1289",2,"""Matemáticas"" by: Aytequedas
(y) hazte fan de Cabronazi (y)"
"1290",2,"<3"
"1291",2,"El vídeo mas hermoso que veras hoy! para ellos, quienes nos brindan todo su amor incondicional! 
Si te gusto, haz click en compartir!! 
D.A.A.S - Derecho Animal A Ser"
"1292",2,"jajajajaj sip eso es verdad no es lo mismo volumen que fuerza"
"1293",2,"Esa es la diferencia entre volumen y la fuerza!

Ver Video: https://youtu.be/mJe-eh7hxBg

UNETE: Banda Los Escamilla"
"1294",2,"excelente de pana vean este vídeo!!!"
"1295",2,"¿Qué te pareció el video?

Síguenos en:
Twitter --> https://twitter.com/ZZRadio
Instagram --> http://instagram.com/zzradio"
"1296",2,"Me encanta <3"
"1297",2,"Tattoo by @corpsepainter

www.illustratedmonthly.com"
"1298",2,NA
"1299",2,"<U+0627><U+0628><U+062F><U+0627><U+0639> <U+0644><U+064A><U+0633> <U+0644><U+0647> <U+062D><U+062F><U+0648><U+062F>"
"1300",2,NA
"1301",2,"If you like to impress your guests/friends, then try making these awesome mojito spheres at home! (via Make Sushi)

Get the kit: http://taste.md/1drnFUL"
"1302",2,NA
"1303",2,"THESE GIRLS ARE BEAUTIFUL #DontJudgeChallenge

<ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>

LIKE <U+27A1><U+FE0F> SoFloAntonio"
"1304",2,"Yomico Moreno Eres el mejor!"
"1305",2,"Feliz Cumpleaños VENEZUELA!!"
"1306",2,"Hahaha"
"1307",2,"Can you tell the time?  (video from Gatland's Gags & Giggles)
http://9gag.com/gag/a7b7VNb?ref=fbp"
"1308",2,"Jajajajjajajaja q loco!"
"1309",2,"Para los que pensaban que era una disciplina casi nueva. Tu abuelito ya era PRO.

MIRA TAMBIÉN ESTE VIDEO: https://www.youtube.com/watch?v=9CIxEnB4t9k

NO OLVIDES DARLE LIKE A LA PÁGINA PARA MÁS VIDEOS"
"1310",2,NA
"1311",2,"Lo que no saben es que este perrito entrenó con los Talibanes y nació en Sinaloa.

MIRA TAMBIÉN ESTE VIDEO: https://www.youtube.com/watch?v=nZvNr3So3Jw

NO OLVIDES DARLE LIKE A LA PÁGINA PARA MÁS VIDEOS."
"1312",2,"Uff!! BRUTAL!!"
"1313",2,"""Soy un cartel VIH positivo""

Excelente campaña de concientización sobre el VIH llevada a cabo en San Pablo, una de las ciudades latinoamericanas con el mayor número de personas viviendo con VIH."
"1314",2,NA
"1315",2,"Cierto!"
"1316",2,NA
"1317",2,"Si quieres que algo te salga bien, no se lo cuentes a ......"
"1318",2,NA
"1319",2,"Que nadie se apodere de tu paz interior."
"1320",2,NA
"1321",2,"El Negro primero da risa, luego da lástima...

Esto es lo que se puede hacer en Venezuela con un billete de 5 Bs.f"
"1322",2,"jajajajajajajajaj"
"1323",2,"JJAJAJAJA TIENES QUE VER DÓNDE TERMINÓ EL PENAL DE HIGUAÍN

MIRA TAMBIÉN ESTE VIDEO: https://www.youtube.com/watch?v=nZvNr3So3Jw

NO OLVIDES DARLE LIKE A LA PÁGINA PARA MÁS VIDEOS"
"1324",2,NA
"1325",2,"¿Cierto?"
"1326",2,NA
"1327",2,"La vida del programador :D (completo)
-
-
-
 Electrónica e informatica;"
"1328",2,NA
"1329",2,"no es fácil ser la mujer maravilla"
"1330",2,NA
"1331",2,NA
"1332",2,NA
"1333",2,"Y allá se quedaron"
"1334",2,NA
"1335",2,NA
"1336",2,"Eduardo Chacon Nerwin Jesus Valiente Gonzalez Yosmel Oviiedo Jjaksjaksjaksjaksjak csm sh."
"1337",2,"los obreros de Jhoselin Bracho Velasquez pillalo Agustin Azuaje"
"1338",2,"Ahora entiendo porque se tardan tanto en acabar las construcciones"
"1339",2,NA
"1340",2,NA
"1341",2,NA
"1342",2,"Pls dont scroll down with out typing
""Amen"""
"1343",2,"Voten!"
"1344",2,"Salomón Rondón te invita a VOTAR para ser portada del videojuego FIFA 2016 ingresando aquí >> lrds.com.ve/ynp5l ¡Todos a votar!"
"1345",2,"Jajaja Gesman Adrian Mata Vargas igualito"
"1346",2,NA
"1347",2,"Anna Graterol"
"1348",2,"¿Así faltarías al gym? Conoce a Brock O’Hurn el entrenador más sexy que encendió las redes sociales. FOTOS --> http://bit.ly/1IeqB3Q"
"1349",2,"Dios mío q hermosura"
"1350",2,"VIDEO OFICIAL>>> https://youtu.be/UsWq29Dsbkg"
"1351",2,"Jajajja"
"1352",2,"When you pick the wrong hype man
Instagram.com/bradleymartyn

I'll be posting these videos regularly on
Instagram.com/allyouvsallme"
"1353",2,"<3"
"1354",2,"Cute Animal Costumes for Babies <3"
"1355",2,NA
"1356",2,"La Venezuela Socialista, Revolucionaria, Anti-Imperialista, Independiente, Productiva, Soberana, Dignificada, Potencia, Chevere del Hombre Nuevo del Siglo XXI.

""Esta"" La de los Pranes, Contrabando, Violencia, Hampa, Colectivos, Corrupción, Vende Patrias, Impunidad Total, Narcos, Rumbo a la Hiper-Mega Inflación, Anti-Valores, Muertes, Desabastecimiento de Medicina, Alimentos, Repuestos, Armas por Becas. 

Este país donde ni aun estando Muerto puedes descansar en Paz por que profanan las tumbas por huesos para Hechicería, Santería, Magia Negra y donde los Malandros son los Nuevos Santos de la Religión Urbana de HOY! 

Se la presento en Seis (06) Minutos de Vídeo... (¿Es que acaso Quince (15) Años De Miseria Castro-Comunista NO BASTAN?)"
"1357",2,"ooohh Diosss dulce tortura...!!"
"1358",2,"Que efecto visual tan impresionante!!

Video por: @brugauss es su cuenta Instagram

Envianos tu video para publicarlo Gratis!, avísanos por nuestra nueva cuenta de Instagram @elchocolatemeencanta /// https://instagram.com/elchocolatemeencanta/ /////"
"1359",2,NA
"1360",2,":o ¿quien creen que esté bajo ese atuendo?

VIDEO <U+25BA> http://youtu.be/j24OtfR8BPc"
"1361",2,NA
"1362",2,NA
"1363",2,NA
"1364",2,"Nuestro #Staff desde la zona #baile demostrando el #talento que tienen desde el #colegio #gustavoherrera durante el #flipsfest #trixandtrax 2015, que tal?"
"1365",2,NA
"1366",2,"Como es posible que no me quiera? Palabras muy tristes sin ninguna explicación!!

Únete y sigue a--> Un momento de humor, recuerdos e inspiracion"
"1367",2,NA
"1368",2,"NO DEBERÍAN ELABORARSE PRODUCTOS DE CUERO ANIMAL, SINO CREAR FIBRAS SINTÉTICAS DE BUENA CALIDAD, PARA ELABORAR: ZAPATOS, CARTERAS, CHAQUETAS, ETC. NO AL MALTRATO ANIMAL. BASTA DE VANIDAD, A PUNTA DEL SUFRIMIENTO DE OTRAS CRIATURAS, QUE DIOS, TAMBIÉN CREÓ. ESTAMOS A TIEMPO DE CAMBIAR?"
"1369",2,NA
"1370",2,NA
"1371",2,"Compartir por favor

La mas simple observación cuando esté en la playa. Solo 2 minutos pueden salvar su vida.

Si ve un espacio atravesado en las olas (como en la foto 1) no entre al mar. Eso se llama corriente de Resaca; es muy fuerte y le jalará hacia adentro del océano.

Compartir por favor, para prevenir a sus familiares y amigos. Tan solo un momento para mantenerlos informados. Nunca se sabe en esta época de El Niño.

#Seguridad #AmoLaPlaya #Verano #Playa"
"1372",2,"Necesito ver a tu perrito con estoooooo Carolina By <3"
"1373",2,"Too cute!
By: Crusoe Celebrity Dachshund"
"1374",2,"Así es, duela a quien le duela es la verdad!!"
"1375",2,"(17/06/2015) –  NTN24 Venezuela – “A puertas de una crisis humanitaria: lo que puede comprar un venezolano con el salario mínimo”!!!!! 
…LA TRISTE REALIDAD DE UN HERMOSO PAÍS, INMENSAMENTE RICO, EN MANOS DE UN NARCO-RÉGIMEN REGIDO POR “BOLIBURGUESES”, COMPUESTO DE LADRONES, CORRUPTOS Y SERES DESPIADADOS!!!! (VG)"
"1376",2,NA
"1377",2,"<3 :3"
"1378",2,"Ser tía..."
"1379",2,NA
"1380",2,NA
"1381",2,NA
"1382",2,"Marshmallows, Jello, and most gummies contain gelatin, but did you know that gelatin is made of the boiled skin, tendons, and ligaments of a farmed animal. How appetizing… not!"
"1383",2,NA
"1384",2,"www.labioguia.com"
"1385",2,NA
"1386",2,"Deja que hablen de ti #MEGACirco"
"1387",2,"uuufffffffff..."
"1388",2,"MIRA QUE LE PASA A ESTA COPA!! CHOCO GENIAL
Video por: @osama_kw es su cuenta Instagram
Envianos tu video, avísanos por nuestra nueva cuenta de Instagram @elchocolatemeencanta /// https://instagram.com/elchocolatemeencanta/ /////"
"1389",2,"miau.. Darwing Hernández jajajaja"
"1390",2,"<U+041A><U+043E><U+0442><U+044B> – <U+0441><U+0443><U+043F><U+0435><U+0440><U+0433><U+0435><U+0440><U+043E><U+0438>! <ed><U+00A0><U+00BD><ed><U+00B0><U+00B1><ed><U+00A0><U+00BD><ed><U+00B0><U+00AF>"
"1391",2,"Hahaha, Victor, Ivan, Cristian, Emmanuel, ML, Jhony, Pedro, para la próxima feria de ciencias XD"
"1392",2,"Tu esta noche en la discoteca con tus amigos:"
"1393",2,NA
"1394",2,"This is the most amazing thing I've seen in a while !!!!!!!!!"
"1395",2,"A VENEZUELA LE HACE FALTA VALOR!!!!!!!!!!"
"1396",2,"Hahaha!!!"
"1397",2,"Que triste e indignante ver como llevan a este pobre Tiranosaurio Rex atado a un tráiler sin compasión alguna por mas de 30 horas para transportarlo a un parque de atracciones jurásico.
Hagamos un llamado a la sociedad para sensibilizarnos y no permitir este tipo de abusos #todosSomosTRex 
#SalvemosLosDinosaurios"
"1398",2,"Pendiente de una parrilla"
"1399",2,"Octagonal Jag Grill BBQ Table"
"1400",2,"Maria Jose Romero Mariling Santodomingo Jennyfer Gonzalez Josbert Albieri Montilla Tovar"
"1401",2,"Yo?... #istrue *.*"
"1402",2,"¿Quién no hace algo así con sus amigos? Igualito.

MIRA TAMBIÉN ESTE VIDEO: https://www.youtube.com/watch?v=nZvNr3So3Jw

NO OLVIDES DARLE LIKE A LA PÁGINA PARA MÁS VIDEOS."
"1403",2,"Hahaha, Victor, Ivan, Cristian, Emmanuel, ML, Jhony, Pedro, para la próxima feria de ciencias XD"
"1404",2,"Tu esta noche en la discoteca con tus amigos:"
"1405",2,"Humberto Jose Ojeda"
"1406",2,"<3"
"1407",2,"Cute Animal Costumes for Babies <3"
"1408",2,NA
"1409",2,"Deja que hablen de ti #MEGACirco"
"1410",2,NA
"1411",2,"Compartir por favor

La mas simple observación cuando esté en la playa. Solo 2 minutos pueden salvar su vida.

Si ve un espacio atravesado en las olas (como en la foto 1) no entre al mar. Eso se llama corriente de Resaca; es muy fuerte y le jalará hacia adentro del océano.

Compartir por favor, para prevenir a sus familiares y amigos. Tan solo un momento para mantenerlos informados. Nunca se sabe en esta época de El Niño.

#Seguridad #AmoLaPlaya #Verano #Playa"
"1412",2,NA
"1413",2,NA
"1414",2,NA
"1415",2,NA
"1416",2,NA
"1417",2,"Muchos lo entenderan de diferente manera pero esperó todos entiendan el mensaje..."
"1418",2,"Grande Cristo Ucv"
"1419",2,"Interesting :)"
"1420",2,"Another advantage of knowing more than one language."
"1421",2,"Dragón Ball en todo su esplendor....Esta de vuelta, Señores!!!! *.*"
"1422",2,NA
"1423",2,"Yo?... #istrue *.*"
"1424",2,"¿Quién no hace algo así con sus amigos? Igualito.

MIRA TAMBIÉN ESTE VIDEO: https://www.youtube.com/watch?v=nZvNr3So3Jw

NO OLVIDES DARLE LIKE A LA PÁGINA PARA MÁS VIDEOS."
"1425",2,"Hahaha, Victor, Ivan, Cristian, Emmanuel, ML, Jhony, Pedro, para la próxima feria de ciencias XD"
"1426",2,"Tu esta noche en la discoteca con tus amigos:"
"1427",2,"Humberto Jose Ojeda"
"1428",2,"<3"
"1429",2,"Cute Animal Costumes for Babies <3"
"1430",2,NA
"1431",2,"Deja que hablen de ti #MEGACirco"
"1432",2,NA
"1433",2,"Compartir por favor

La mas simple observación cuando esté en la playa. Solo 2 minutos pueden salvar su vida.

Si ve un espacio atravesado en las olas (como en la foto 1) no entre al mar. Eso se llama corriente de Resaca; es muy fuerte y le jalará hacia adentro del océano.

Compartir por favor, para prevenir a sus familiares y amigos. Tan solo un momento para mantenerlos informados. Nunca se sabe en esta época de El Niño.

#Seguridad #AmoLaPlaya #Verano #Playa"
"1434",2,NA
"1435",2,NA
"1436",2,NA
"1437",2,NA
"1438",2,NA
"1439",2,"Muchos lo entenderan de diferente manera pero esperó todos entiendan el mensaje..."
"1440",2,"Grande Cristo Ucv"
"1441",2,"Interesting :)"
"1442",2,"Another advantage of knowing more than one language."
"1443",2,"Dragón Ball en todo su esplendor....Esta de vuelta, Señores!!!! *.*"
"1444",2,NA
"1445",2,"Yo?... #istrue *.*"
"1446",2,"¿Quién no hace algo así con sus amigos? Igualito.

MIRA TAMBIÉN ESTE VIDEO: https://www.youtube.com/watch?v=nZvNr3So3Jw

NO OLVIDES DARLE LIKE A LA PÁGINA PARA MÁS VIDEOS."
"1447",2,"Hahaha, Victor, Ivan, Cristian, Emmanuel, ML, Jhony, Pedro, para la próxima feria de ciencias XD"
"1448",2,"Tu esta noche en la discoteca con tus amigos:"
"1449",2,"Humberto Jose Ojeda"
"1450",2,"<3"
"1451",2,"Cute Animal Costumes for Babies <3"
"1452",2,NA
"1453",2,"Deja que hablen de ti #MEGACirco"
"1454",2,NA
"1455",2,"Compartir por favor

La mas simple observación cuando esté en la playa. Solo 2 minutos pueden salvar su vida.

Si ve un espacio atravesado en las olas (como en la foto 1) no entre al mar. Eso se llama corriente de Resaca; es muy fuerte y le jalará hacia adentro del océano.

Compartir por favor, para prevenir a sus familiares y amigos. Tan solo un momento para mantenerlos informados. Nunca se sabe en esta época de El Niño.

#Seguridad #AmoLaPlaya #Verano #Playa"
"1456",2,NA
"1457",2,NA
"1458",2,NA
"1459",2,NA
"1460",2,NA
"1461",2,"Muchos lo entenderan de diferente manera pero esperó todos entiendan el mensaje..."
"1462",2,"Grande Cristo Ucv"
"1463",2,"Interesting :)"
"1464",2,"Another advantage of knowing more than one language."
"1465",2,"Dragón Ball en todo su esplendor....Esta de vuelta, Señores!!!! *.*"
"1466",2,NA
"1467",2,"Yo?... #istrue *.*"
"1468",2,"¿Quién no hace algo así con sus amigos? Igualito.

MIRA TAMBIÉN ESTE VIDEO: https://www.youtube.com/watch?v=nZvNr3So3Jw

NO OLVIDES DARLE LIKE A LA PÁGINA PARA MÁS VIDEOS."
"1469",2,"Hahaha, Victor, Ivan, Cristian, Emmanuel, ML, Jhony, Pedro, para la próxima feria de ciencias XD"
"1470",2,"Tu esta noche en la discoteca con tus amigos:"
"1471",2,"Humberto Jose Ojeda"
"1472",2,"<3"
"1473",2,"Cute Animal Costumes for Babies <3"
"1474",2,NA
"1475",2,"Deja que hablen de ti #MEGACirco"
"1476",2,NA
"1477",2,"Compartir por favor

La mas simple observación cuando esté en la playa. Solo 2 minutos pueden salvar su vida.

Si ve un espacio atravesado en las olas (como en la foto 1) no entre al mar. Eso se llama corriente de Resaca; es muy fuerte y le jalará hacia adentro del océano.

Compartir por favor, para prevenir a sus familiares y amigos. Tan solo un momento para mantenerlos informados. Nunca se sabe en esta época de El Niño.

#Seguridad #AmoLaPlaya #Verano #Playa"
"1478",2,NA
"1479",2,NA
"1480",2,NA
"1481",2,NA
"1482",2,NA
"1483",2,"Muchos lo entenderan de diferente manera pero esperó todos entiendan el mensaje..."
"1484",2,"Grande Cristo Ucv"
"1485",2,"Interesting :)"
"1486",2,"Another advantage of knowing more than one language."
"1487",2,"Dragón Ball en todo su esplendor....Esta de vuelta, Señores!!!! *.*"
"1488",2,NA
"1489",2,"Yo?... #istrue *.*"
"1490",2,"¿Quién no hace algo así con sus amigos? Igualito.

MIRA TAMBIÉN ESTE VIDEO: https://www.youtube.com/watch?v=nZvNr3So3Jw

NO OLVIDES DARLE LIKE A LA PÁGINA PARA MÁS VIDEOS."
"1491",2,"Hahaha, Victor, Ivan, Cristian, Emmanuel, ML, Jhony, Pedro, para la próxima feria de ciencias XD"
"1492",2,"Tu esta noche en la discoteca con tus amigos:"
"1493",2,"Humberto Jose Ojeda"
"1494",2,"<3"
"1495",2,"Cute Animal Costumes for Babies <3"
"1496",2,NA
"1497",2,"Deja que hablen de ti #MEGACirco"
"1498",2,NA
"1499",2,"Compartir por favor

La mas simple observación cuando esté en la playa. Solo 2 minutos pueden salvar su vida.

Si ve un espacio atravesado en las olas (como en la foto 1) no entre al mar. Eso se llama corriente de Resaca; es muy fuerte y le jalará hacia adentro del océano.

Compartir por favor, para prevenir a sus familiares y amigos. Tan solo un momento para mantenerlos informados. Nunca se sabe en esta época de El Niño.

#Seguridad #AmoLaPlaya #Verano #Playa"
"1500",2,NA
"1501",2,NA
"1502",2,NA
"1503",2,NA
"1504",2,NA
"1505",2,"Muchos lo entenderan de diferente manera pero esperó todos entiendan el mensaje..."
"1506",2,"Grande Cristo Ucv"
"1507",2,"Interesting :)"
"1508",2,"Another advantage of knowing more than one language."
"1509",2,"Dragón Ball en todo su esplendor....Esta de vuelta, Señores!!!! *.*"
"1510",2,NA
"1511",2,"Yo?... #istrue *.*"
"1512",2,"¿Quién no hace algo así con sus amigos? Igualito.

MIRA TAMBIÉN ESTE VIDEO: https://www.youtube.com/watch?v=nZvNr3So3Jw

NO OLVIDES DARLE LIKE A LA PÁGINA PARA MÁS VIDEOS."
"1513",2,"Hahaha, Victor, Ivan, Cristian, Emmanuel, ML, Jhony, Pedro, para la próxima feria de ciencias XD"
"1514",2,"Tu esta noche en la discoteca con tus amigos:"
"1515",2,"Humberto Jose Ojeda"
"1516",2,"<3"
"1517",2,"Cute Animal Costumes for Babies <3"
"1518",2,NA
"1519",2,"Deja que hablen de ti #MEGACirco"
"1520",2,NA
"1521",2,"Compartir por favor

La mas simple observación cuando esté en la playa. Solo 2 minutos pueden salvar su vida.

Si ve un espacio atravesado en las olas (como en la foto 1) no entre al mar. Eso se llama corriente de Resaca; es muy fuerte y le jalará hacia adentro del océano.

Compartir por favor, para prevenir a sus familiares y amigos. Tan solo un momento para mantenerlos informados. Nunca se sabe en esta época de El Niño.

#Seguridad #AmoLaPlaya #Verano #Playa"
"1522",2,NA
"1523",2,NA
"1524",2,NA
"1525",2,NA
"1526",2,NA
"1527",2,"Muchos lo entenderan de diferente manera pero esperó todos entiendan el mensaje..."
"1528",2,"Grande Cristo Ucv"
"1529",2,"Interesting :)"
"1530",2,"Another advantage of knowing more than one language."
"1531",2,"Dragón Ball en todo su esplendor....Esta de vuelta, Señores!!!! *.*"
"1532",2,NA
"1533",2,"Yo?... #istrue *.*"
"1534",2,"¿Quién no hace algo así con sus amigos? Igualito.

MIRA TAMBIÉN ESTE VIDEO: https://www.youtube.com/watch?v=nZvNr3So3Jw

NO OLVIDES DARLE LIKE A LA PÁGINA PARA MÁS VIDEOS."
"1535",2,"Hahaha, Victor, Ivan, Cristian, Emmanuel, ML, Jhony, Pedro, para la próxima feria de ciencias XD"
"1536",2,"Tu esta noche en la discoteca con tus amigos:"
"1537",2,"Humberto Jose Ojeda"
"1538",2,"<3"
"1539",2,"Cute Animal Costumes for Babies <3"
"1540",2,NA
"1541",2,"Deja que hablen de ti #MEGACirco"
"1542",2,NA
"1543",2,"Compartir por favor

La mas simple observación cuando esté en la playa. Solo 2 minutos pueden salvar su vida.

Si ve un espacio atravesado en las olas (como en la foto 1) no entre al mar. Eso se llama corriente de Resaca; es muy fuerte y le jalará hacia adentro del océano.

Compartir por favor, para prevenir a sus familiares y amigos. Tan solo un momento para mantenerlos informados. Nunca se sabe en esta época de El Niño.

#Seguridad #AmoLaPlaya #Verano #Playa"
"1544",2,NA
"1545",2,NA
"1546",2,NA
"1547",2,NA
"1548",2,NA
"1549",2,"Muchos lo entenderan de diferente manera pero esperó todos entiendan el mensaje..."
"1550",2,"Grande Cristo Ucv"
"1551",2,"Interesting :)"
"1552",2,"Another advantage of knowing more than one language."
"1553",2,"Dragón Ball en todo su esplendor....Esta de vuelta, Señores!!!! *.*"
"1554",2,NA
"1555",2,"Yo?... #istrue *.*"
"1556",2,"¿Quién no hace algo así con sus amigos? Igualito.

MIRA TAMBIÉN ESTE VIDEO: https://www.youtube.com/watch?v=nZvNr3So3Jw

NO OLVIDES DARLE LIKE A LA PÁGINA PARA MÁS VIDEOS."
"1557",2,"Hahaha, Victor, Ivan, Cristian, Emmanuel, ML, Jhony, Pedro, para la próxima feria de ciencias XD"
"1558",2,"Tu esta noche en la discoteca con tus amigos:"
"1559",2,"Humberto Jose Ojeda"
"1560",2,"<3"
"1561",2,"Cute Animal Costumes for Babies <3"
"1562",2,NA
"1563",2,"Deja que hablen de ti #MEGACirco"
"1564",2,NA
"1565",2,"Compartir por favor

La mas simple observación cuando esté en la playa. Solo 2 minutos pueden salvar su vida.

Si ve un espacio atravesado en las olas (como en la foto 1) no entre al mar. Eso se llama corriente de Resaca; es muy fuerte y le jalará hacia adentro del océano.

Compartir por favor, para prevenir a sus familiares y amigos. Tan solo un momento para mantenerlos informados. Nunca se sabe en esta época de El Niño.

#Seguridad #AmoLaPlaya #Verano #Playa"
"1566",2,NA
"1567",2,NA
"1568",2,NA
"1569",2,NA
"1570",2,NA
"1571",2,"Muchos lo entenderan de diferente manera pero esperó todos entiendan el mensaje..."
"1572",2,"Grande Cristo Ucv"
"1573",2,"Interesting :)"
"1574",2,"Another advantage of knowing more than one language."
"1575",2,"Dragón Ball en todo su esplendor....Esta de vuelta, Señores!!!! *.*"
"1576",2,NA
"1577",2,"Yo?... #istrue *.*"
"1578",2,"¿Quién no hace algo así con sus amigos? Igualito.

MIRA TAMBIÉN ESTE VIDEO: https://www.youtube.com/watch?v=nZvNr3So3Jw

NO OLVIDES DARLE LIKE A LA PÁGINA PARA MÁS VIDEOS."
"1579",2,"Hahaha, Victor, Ivan, Cristian, Emmanuel, ML, Jhony, Pedro, para la próxima feria de ciencias XD"
"1580",2,"Tu esta noche en la discoteca con tus amigos:"
"1581",2,"Humberto Jose Ojeda"
"1582",2,"<3"
"1583",2,"Cute Animal Costumes for Babies <3"
"1584",2,NA
"1585",2,"Deja que hablen de ti #MEGACirco"
"1586",2,NA
